County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,"1,048","2,144","1,840",22,"5,054",51,88,161,4,304,"5,358"
Adams,569,"1,098",959,9,"2,635",43,42,119,2,206,"2,841"
Allamakee,"2,304","4,123","2,665",34,"9,126",166,165,369,5,705,"9,831"
Appanoose,"2,120","3,244","2,622",35,"8,021",176,204,436,4,820,"8,841"
Audubon,"1,023","1,970","1,072",15,"4,080",40,55,105,1,201,"4,281"
Benton,"4,314","6,071","6,565",93,"17,043",183,233,480,9,905,"17,948"
Black Hawk,"32,483","21,509","26,430",643,"81,065","2,510","1,556","3,272",85,"7,423","88,488"
Boone,"5,584","6,173","6,312",130,"18,199",300,343,751,18,"1,412","19,611"
Bremer,"4,611","5,454","6,648",83,"16,796",230,208,557,12,"1,007","17,803"
Buchanan,"3,839","3,690","5,593",43,"13,165",156,112,491,8,767,"13,932"
Buena Vista,"3,143","4,142","3,896",73,"11,254",356,286,557,4,"1,203","12,457"
Butler,"1,911","4,544","3,024",41,"9,520",82,157,235,3,477,"9,997"
Calhoun,"1,334","2,770","2,233",37,"6,374",49,92,129,6,276,"6,650"
Carroll,"3,702","4,920","5,248",75,"13,945",138,160,281,7,586,"14,531"
Cass,"1,670","4,629","2,657",41,"8,997",106,272,363,2,743,"9,740"
Cedar,"3,410","4,336","4,046",75,"11,867",143,179,284,15,621,"12,488"
Cerro Gordo,"9,277","8,281","11,128",122,"28,808",490,465,"1,145",10,"2,110","30,918"
Cherokee,"1,424","4,200","2,108",28,"7,760",76,109,259,3,447,"8,207"
Chickasaw,"2,418","2,637","2,880",26,"7,961",121,128,286,4,539,"8,500"
Clarke,"1,483","2,246","1,840",26,"5,595",78,99,234,6,417,"6,012"
Clay,"2,173","5,406","3,217",61,"10,857",145,311,413,8,877,"11,734"
Clayton,"3,327","3,872","4,083",56,"11,338",156,162,248,4,570,"11,908"
Clinton,"10,089","9,003","11,711",144,"30,947",759,422,"1,352",18,"2,551","33,498"
Crawford,"2,460","3,662","3,187",41,"9,350",112,119,271,1,503,"9,853"
Dallas,"18,002","20,970","20,479",470,"59,921",996,"1,452","2,227",56,"4,731","64,652"
Davis,"1,536","1,980","1,272",22,"4,810",87,98,144,2,331,"5,141"
Decatur,"1,314","1,863","1,233",29,"4,439",179,119,211,6,515,"4,954"
Delaware,"2,591","4,569","4,197",47,"11,404",101,135,282,6,524,"11,928"
Des Moines,"10,482","7,440","8,095",166,"26,183",679,342,867,20,"1,908","28,091"
Dickinson,"2,839","6,147","3,882",64,"12,932",185,333,479,9,"1,006","13,938"
Dubuque,"27,006","18,615","18,557",414,"64,592","1,862","1,205","2,397",56,"5,520","70,112"
Emmet,"1,720","2,008","2,375",25,"6,128",111,148,325,2,586,"6,714"
Fayette,"3,545","4,209","3,797",63,"11,614",217,143,329,6,695,"12,309"
