County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,975,"1,993","2,038",29,"5,035",46,69,135,2,252,"5,287"
Adams,544,994,"1,082",8,"2,628",38,40,103,2,183,"2,811"
Allamakee,"2,062","4,029","3,000",40,"9,131",140,147,337,3,627,"9,758"
Appanoose,"2,148","2,942","2,834",38,"7,962",172,182,403,4,761,"8,723"
Audubon,941,"1,890","1,190",19,"4,040",35,55,95,0,185,"4,225"
Benton,"3,912","5,690","7,299",105,"17,006",174,199,420,9,802,"17,808"
Black Hawk,"29,513","20,623","30,078",805,"81,019","2,331","1,408","3,032",76,"6,847","87,866"
Boone,"5,098","5,744","7,039",161,"18,042",263,285,633,12,"1,193","19,235"
Bremer,"3,938","5,089","7,348",107,"16,482",230,219,559,10,"1,018","17,500"
Buchanan,"3,415","3,159","6,390",49,"13,013",149,95,461,5,710,"13,723"
Buena Vista,"2,852","4,039","4,240",77,"11,208",315,244,520,3,"1,082","12,290"
Butler,"1,668","4,441","3,390",52,"9,551",70,113,205,2,390,"9,941"
Calhoun,"1,264","2,493","2,526",45,"6,328",53,77,127,4,261,"6,589"
Carroll,"3,504","4,288","5,915",80,"13,787",127,134,246,9,516,"14,303"
Cass,"1,426","4,575","2,872",39,"8,912",113,260,352,2,727,"9,639"
Cedar,"3,099","3,774","4,812",77,"11,762",116,143,255,11,525,"12,287"
Cerro Gordo,"8,367","7,895","12,500",122,"28,884",446,377,"1,003",8,"1,834","30,718"
Cherokee,"1,457","3,622","2,670",44,"7,793",65,100,238,2,405,"8,198"
Chickasaw,"2,325","2,406","3,294",28,"8,053",103,105,266,4,478,"8,531"
Clarke,"1,431","1,956","2,143",31,"5,561",72,87,196,5,360,"5,921"
Clay,"1,922","5,343","3,536",57,"10,858",140,246,379,6,771,"11,629"
Clayton,"3,126","3,651","4,631",52,"11,460",128,135,210,4,477,"11,937"
Clinton,"9,213","7,696","13,603",149,"30,661",675,350,"1,201",17,"2,243","32,904"
Crawford,"2,407","3,243","3,604",34,"9,288",98,103,238,3,442,"9,730"
Dallas,"14,387","19,877","22,610",526,"57,400",801,"1,215","1,907",50,"3,973","61,373"
Davis,"1,639","1,735","1,386",20,"4,780",74,80,130,3,287,"5,067"
Decatur,"1,253","1,751","1,360",32,"4,396",163,106,200,4,473,"4,869"
