County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,"1,042","2,217","1,860",24,"5,143",48,84,149,4,285,"5,428"
Adams,558,"1,124",964,11,"2,657",37,40,113,2,192,"2,849"
Allamakee,"2,304","4,240","2,733",41,"9,318",160,159,358,5,682,"10,000"
Appanoose,"2,151","3,398","2,629",45,"8,223",161,188,414,3,766,"8,989"
Audubon,"1,021","1,991","1,091",16,"4,119",38,53,97,1,189,"4,308"
Benton,"4,313","6,205","6,712",119,"17,349",169,209,438,10,826,"18,175"
Black Hawk,"33,045","22,352","26,168",664,"82,229","2,359","1,468","3,080",83,"6,990","89,219"
Boone,"5,650","6,431","6,326",139,"18,546",280,316,697,17,"1,310","19,856"
Bremer,"4,605","5,577","6,729",85,"16,996",224,192,533,12,961,"17,957"
Buchanan,"3,842","3,789","5,723",52,"13,406",148,110,461,6,725,"14,131"
Buena Vista,"3,164","4,214","3,913",83,"11,374",344,270,535,4,"1,153","12,527"
Butler,"1,943","4,648","3,061",48,"9,700",69,144,225,3,441,"10,141"
Calhoun,"1,335","2,821","2,261",37,"6,454",46,76,117,6,245,"6,699"
Carroll,"3,702","5,061","5,365",86,"14,214",132,146,257,7,542,"14,756"
Cass,"1,682","4,690","2,719",54,"9,145",105,258,350,2,715,"9,860"
Cedar,"3,436","4,488","4,194",85,"12,203",139,166,265,15,585,"12,788"
Cerro Gordo,"9,304","8,431","11,406",162,"29,303",477,445,"1,089",9,"2,020","31,323"
Cherokee,"1,454","4,241","2,121",29,"7,845",74,105,248,3,430,"8,275"
Chickasaw,"2,407","2,674","2,927",30,"8,038",116,114,276,3,509,"8,547"
Clarke,"1,509","2,293","1,895",35,"5,732",73,93,213,6,385,"6,117"
Clay,"2,201","5,502","3,305",67,"11,075",139,289,397,8,833,"11,908"
Clayton,"3,309","3,986","4,159",64,"11,518",150,153,233,4,540,"12,058"
Clinton,"10,233","9,287","11,826",190,"31,536",723,387,"1,289",16,"2,415","33,951"
Crawford,"2,483","3,722","3,257",53,"9,515",103,116,256,1,476,"9,991"
Dallas,"19,096","22,115","20,883",544,"62,638",880,"1,301","2,017",50,"4,248","66,886"
Davis,"1,515","2,071","1,278",24,"4,888",81,91,134,3,309,"5,197"
Decatur,"1,313","1,928","1,274",32,"4,547",172,117,204,6,499,"5,046"
