County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,950,"1,984","2,052",27,"5,013",65,96,191,4,356,"5,369"
Adams,520,980,"1,086",11,"2,597",51,52,135,2,240,"2,837"
Allamakee,"2,038","4,016","3,081",43,"9,178",154,157,350,4,665,"9,843"
Appanoose,"2,121","2,970","2,899",38,"8,028",167,182,407,4,760,"8,788"
Audubon,926,"1,878","1,200",17,"4,021",47,71,122,1,241,"4,262"
Benton,"3,891","5,645","7,470",104,"17,110",165,185,396,7,753,"17,863"
Black Hawk,"29,718","20,562","30,653",798,"81,731","2,369","1,444","3,092",80,"6,985","88,716"
Boone,"5,104","5,794","7,293",163,"18,354",262,282,631,10,"1,185","19,539"
Bremer,"3,909","5,085","7,578",102,"16,674",253,223,581,11,"1,068","17,742"
Buchanan,"3,383","3,146","6,460",45,"13,034",172,122,547,9,850,"13,884"
Buena Vista,"2,880","3,956","4,239",82,"11,157",375,333,598,5,"1,311","12,468"
Butler,"1,651","4,395","3,459",50,"9,555",81,119,212,3,415,"9,970"
Calhoun,"1,237","2,460","2,558",46,"6,301",59,103,149,5,316,"6,617"
Carroll,"3,409","4,307","6,016",86,"13,818",162,188,309,8,667,"14,485"
Cass,"1,456","4,567","2,960",43,"9,026",103,248,343,1,695,"9,721"
Cedar,"3,056","3,710","4,852",75,"11,693",167,209,311,16,703,"12,396"
Cerro Gordo,"8,294","7,833","12,776",132,"29,035",448,402,"1,020",7,"1,877","30,912"
Cherokee,"1,423","3,545","2,689",37,"7,694",83,131,281,4,499,"8,193"
Chickasaw,"2,240","2,363","3,270",29,"7,902",137,137,325,4,603,"8,505"
Clarke,"1,402","1,944","2,150",30,"5,526",85,115,260,10,470,"5,996"
Clay,"1,914","5,176","3,617",57,"10,764",161,353,452,8,974,"11,738"
Clayton,"3,086","3,640","4,656",54,"11,436",141,143,227,5,516,"11,952"
Clinton,"9,084","7,741","13,985",152,"30,962",702,351,"1,219",14,"2,286","33,248"
Crawford,"2,388","3,243","3,588",43,"9,262",127,136,299,2,564,"9,826"
Dallas,"15,168","20,177","23,777",545,"59,667",754,"1,156","1,787",45,"3,742","63,409"
Davis,"1,626","1,761","1,426",21,"4,834",77,82,128,2,289,"5,123"
Decatur,"1,251","1,759","1,427",37,"4,474",161,99,195,4,459,"4,933"
Delaware,"2,221","4,312","4,813",49,"11,395",94,120,251,6,471,"11,866"
Des Moines,"9,898","6,594","9,282",182,"25,956",692,360,897,22,"1,971","27,927"
Dickinson,"2,457","5,868","4,568",66,"12,959",164,274,420,9,867,"13,826"
Dubuque,"25,221","16,080","22,891",507,"64,699","1,706","1,055","2,209",46,"5,016","69,715"
Emmet,"1,621","1,793","2,617",27,"6,058",122,170,348,2,642,"6,700"
Fayette,"3,277","3,924","4,408",69,"11,678",193,124,273,5,595,"12,273"
Floyd,"2,738","2,696","4,872",52,"10,358",225,140,423,7,795,"11,153"
Franklin,"1,141","2,843","2,141",33,"6,158",80,131,196,0,407,"6,565"
Fremont,973,"2,303","1,380",28,"4,684",86,127,179,3,395,"5,079"
Greene,"1,613","2,312","2,235",48,"6,208",61,85,166,6,318,"6,526"
Grundy,"1,363","3,871","3,195",46,"8,475",43,132,163,5,343,"8,818"
Guthrie,"1,582","2,859","3,108",59,"7,608",62,105,199,2,368,"7,976"
Hamilton,"2,222","3,790","3,508",65,"9,585",120,168,325,3,616,"10,201"
Hancock,"1,347","3,222","2,657",38,"7,264",101,147,247,3,498,"7,762"
Hardin,"2,416","4,592","3,845",68,"10,921",184,239,337,5,765,"11,686"
Harrison,"1,945","3,695","2,595",72,"8,307",56,106,82,4,248,"8,555"
Henry,"2,600","5,001","5,004",66,"12,671",246,275,573,4,"1,098","13,769"
Howard,"1,538","1,465","2,676",26,"5,705",104,77,256,0,437,"6,142"
Humboldt,"1,134","2,627","2,333",31,"6,125",78,128,198,3,407,"6,532"
Ida,732,"2,166","1,729",25,"4,652",44,77,117,2,240,"4,892"
Iowa,"2,485","3,969","4,824",82,"11,360",161,219,363,13,756,"12,116"
Jackson,"4,603","3,075","6,114",34,"13,826",229,165,484,2,880,"14,706"
Jasper,"7,905","7,590","9,605",130,"25,230",262,220,477,1,960,"26,190"
Jefferson,"4,159","3,139","3,040",101,"10,439",319,130,349,11,809,"11,248"
Johnson,"45,787","17,776","32,507",888,"96,958","5,192","2,183","4,705",173,"12,253","109,211"
Jones,"2,967","3,908","6,188",44,"13,107",116,122,366,5,609,"13,716"
Keokuk,"1,712","2,375","2,298",26,"6,411",85,86,155,2,328,"6,739"
Kossuth,"2,782","3,420","4,275",40,"10,517",125,185,361,4,675,"11,192"
Lee,"8,309","4,480","8,120",147,"21,056",630,362,"1,090",27,"2,109","23,165"
Linn,"52,290","37,325","55,566","1,648","146,829","2,640","1,701","3,070",130,"7,541","154,370"
Louisa,"1,579","2,366","2,702",34,"6,681",101,93,233,6,433,"7,114"
Lucas,"1,196","2,307","2,020",26,"5,549",68,88,154,1,311,"5,860"
Lyon,781,"5,739","1,576",21,"8,117",68,158,143,4,373,"8,490"
Madison,"2,581","4,289","3,901",87,"10,858",156,254,358,4,772,"11,630"
Mahaska,"2,341","6,731","4,353",94,"13,519",283,366,579,9,"1,237","14,756"
Marion,"4,979","9,618","7,877",122,"22,596",347,461,670,10,"1,488","24,084"
Marshall,"6,925","7,037","8,600",180,"22,742",523,438,987,18,"1,966","24,708"
Mills,"1,916","5,032","2,997",106,"10,051",127,241,219,10,597,"10,648"
Mitchell,"1,579","2,461","2,780",37,"6,857",62,66,143,3,274,"7,131"
Monona,"1,493","2,037","2,078",31,"5,639",126,181,290,9,606,"6,245"
Monroe,"1,343","1,733","1,543",21,"4,640",78,85,165,3,331,"4,971"
Montgomery,"1,027","3,395","2,251",35,"6,708",105,196,270,7,578,"7,286"
Muscatine,"7,766","7,812","10,912",180,"26,670",486,377,911,13,"1,787","28,457"
O'Brien,"1,117","5,579","2,459",48,"9,203",108,199,208,4,519,"9,722"
Osceola,449,"2,399","1,120",15,"3,983",30,90,107,1,228,"4,211"
Page,"1,503","4,805","2,923",54,"9,285",163,320,459,6,948,"10,233"
Palo Alto,"1,776","1,876","2,172",29,"5,853",105,90,202,2,399,"6,252"
Plymouth,"2,917","8,253","5,466",91,"16,727",198,413,416,14,"1,041","17,768"
Pocahontas,881,"1,960","1,799",30,"4,670",93,97,212,2,404,"5,074"
Polk,"115,504","78,101","93,445","3,079","290,129","8,506","5,730","8,395",358,"22,989","313,118"
Pottawattamie,"15,210","20,752","20,281",674,"56,917","1,859","1,812","2,853",118,"6,642","63,559"
Poweshiek,"4,080","3,627","5,105",60,"12,872",620,179,526,11,"1,336","14,208"
Ringgold,802,"1,420",755,9,"2,986",31,87,70,1,189,"3,175"
Sac,"1,193","3,184","2,471",25,"6,873",61,88,168,2,319,"7,192"
Scott,"35,168","30,506","48,758",961,"115,393","3,948","2,524","5,742",130,"12,344","127,737"
Shelby,"1,668","3,553","2,655",34,"7,910",94,144,201,4,443,"8,353"
Sioux,"1,803","15,176","4,272",66,"21,317",144,623,344,14,"1,125","22,442"
Story,"20,367","16,812","24,002",792,"61,973","2,883","2,038","4,004",197,"9,122","71,095"
Tama,"2,902","3,297","4,753",50,"11,002",128,100,318,2,548,"11,550"
Taylor,656,"1,841","1,225",24,"3,746",33,49,82,2,166,"3,912"
Union,"1,645","2,690","3,257",49,"7,641",112,121,335,3,571,"8,212"
Van Buren,830,"1,926","1,803",28,"4,587",69,105,147,5,326,"4,913"
Wapello,"7,658","5,400","6,994",107,"20,159",552,300,800,12,"1,664","21,823"
Warren,"9,707","11,430","12,264",243,"33,644",672,801,"1,203",38,"2,714","36,358"
Washington,"3,062","5,722","5,488",118,"14,390",180,244,417,16,857,"15,247"
Wayne,883,"1,438","1,173",24,"3,518",27,61,68,3,159,"3,677"
Webster,"7,187","6,844","9,091",172,"23,294",643,512,"1,085",11,"2,251","25,545"
Winnebago,"1,458","2,720","3,112",35,"7,325",105,121,302,2,530,"7,855"
Winneshiek,"4,020","4,145","5,347",61,"13,573",469,235,685,14,"1,403","14,976"
Woodbury,"17,418","19,631","20,431",443,"57,923","1,581","1,302","2,187",46,"5,116","63,039"
Worth,"1,289","1,857","2,048",21,"5,215",73,68,171,1,313,"5,528"
Wright,"1,692","3,290","2,569",39,"7,590",120,177,246,4,547,"8,137"
Totals,"615,514","634,498","740,439","15,919","2,006,370","47,885","38,166","70,921","1,900","158,872","2,165,242"
