County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,"1,052","2,254","1,871",25,"5,202",48,79,140,4,271,"5,473"
Adams,557,"1,148",979,13,"2,697",34,39,107,2,182,"2,879"
Allamakee,"2,316","4,327","2,785",44,"9,472",158,153,341,5,657,"10,129"
Appanoose,"2,166","3,478","2,632",53,"8,329",159,184,391,3,737,"9,066"
Audubon,"1,017","2,013","1,117",16,"4,163",37,51,96,1,185,"4,348"
Benton,"4,364","6,310","6,806",125,"17,605",161,192,392,10,755,"18,360"
Black Hawk,"33,544","22,831","26,355",731,"83,461","2,256","1,380","2,848",78,"6,562","90,023"
Boone,"5,697","6,635","6,391",148,"18,871",260,301,653,15,"1,229","20,100"
Bremer,"4,644","5,712","6,831",101,"17,288",218,183,497,10,908,"18,196"
Buchanan,"3,844","3,874","5,768",56,"13,542",134,111,434,6,685,"14,227"
Buena Vista,"3,178","4,292","3,963",85,"11,518",340,255,519,3,"1,117","12,635"
Butler,"1,960","4,752","3,079",50,"9,841",63,129,216,3,411,"10,252"
Calhoun,"1,345","2,867","2,296",45,"6,553",42,71,112,6,231,"6,784"
Carroll,"3,707","5,151","5,418",89,"14,365",126,139,241,7,513,"14,878"
Cass,"1,686","4,776","2,750",58,"9,270",103,241,334,1,679,"9,949"
Cedar,"3,475","4,594","4,367",100,"12,536",128,154,243,14,539,"13,075"
Cerro Gordo,"9,398","8,623","11,660",202,"29,883",442,424,"1,025",7,"1,898","31,781"
Cherokee,"1,466","4,280","2,176",31,"7,953",72,102,233,3,410,"8,363"
Chickasaw,"2,413","2,741","2,984",35,"8,173",115,109,259,2,485,"8,658"
Clarke,"1,512","2,368","1,957",54,"5,891",69,87,191,3,350,"6,241"
Clay,"2,211","5,610","3,367",77,"11,265",129,278,381,8,796,"12,061"
Clayton,"3,323","4,085","4,199",72,"11,679",141,146,225,2,514,"12,193"
Clinton,"10,347","9,570","11,868",217,"32,002",713,363,"1,246",16,"2,338","34,340"
Crawford,"2,519","3,783","3,321",59,"9,682",100,110,251,1,462,"10,144"
Dallas,"19,564","22,829","21,502",579,"64,474",807,"1,182","1,821",47,"3,857","68,331"
Davis,"1,498","2,160","1,280",27,"4,965",77,86,125,3,291,"5,256"
Decatur,"1,317","2,006","1,313",36,"4,672",169,114,195,5,483,"5,155"
Delaware,"2,631","4,756","4,374",58,"11,819",86,117,249,4,456,"12,275"
Des Moines,"10,551","7,748","8,448",205,"26,952",638,333,793,19,"1,783","28,735"
Dickinson,"2,890","6,478","4,111",90,"13,569",170,303,430,8,911,"14,480"
Dubuque,"27,260","19,780","19,374",560,"66,974","1,747","1,124","2,259",48,"5,178","72,152"
Emmet,"1,724","2,128","2,427",40,"6,319",100,136,296,1,533,"6,852"
Fayette,"3,546","4,461","4,038",81,"12,126",182,122,287,6,597,"12,723"
Floyd,"2,980","3,023","4,409",68,"10,480",234,136,430,6,806,"11,286"
Franklin,"1,329","3,099","1,907",37,"6,372",65,90,159,1,315,"6,687"
Fremont,"1,015","2,685","1,090",35,"4,825",91,155,194,6,446,"5,271"
Greene,"1,689","2,583","2,048",38,"6,358",56,81,166,5,308,"6,666"
Grundy,"1,715","4,343","2,616",49,"8,723",52,132,157,3,344,"9,067"
Guthrie,"1,789","3,195","2,847",54,"7,885",64,106,205,5,380,"8,265"
Hamilton,"2,487","4,460","2,902",60,"9,909",95,128,252,2,477,"10,386"
Hancock,"1,556","3,658","2,320",46,"7,580",76,104,193,3,376,"7,956"
Hardin,"2,750","5,123","3,385",71,"11,329",140,187,271,5,603,"11,932"
Harrison,"2,105","4,692","2,300",79,"9,176",37,77,68,4,186,"9,362"
Henry,"2,956","5,451","4,305",94,"12,806",222,286,568,7,"1,083","13,889"
Howard,"1,678","1,765","2,532",33,"6,008",87,72,207,2,368,"6,376"
Humboldt,"1,225","2,955","2,168",35,"6,383",61,98,156,4,319,"6,702"
Ida,837,"2,420","1,566",21,"4,844",28,59,95,2,184,"5,028"
Iowa,"2,800","4,841","4,168",91,"11,900",130,166,272,6,574,"12,474"
Jackson,"5,141","4,153","4,866",52,"14,212",181,120,411,3,715,"14,927"
Jasper,"8,370","8,640","8,489",157,"25,656",273,248,501,4,"1,026","26,682"
Jefferson,"4,542","3,569","2,755",101,"10,967",308,129,340,11,788,"11,755"
Johnson,"51,898","18,086","27,116",865,"97,965","6,574","2,927","6,252",223,"15,976","113,941"
Jones,"3,377","4,682","5,387",59,"13,505",113,129,344,5,591,"14,096"
Keokuk,"1,678","2,805","2,125",32,"6,640",74,79,142,2,297,"6,937"
Kossuth,"2,672","4,704","3,437",37,"10,850",100,150,302,4,556,"11,406"
Lee,"8,543","5,884","7,318",168,"21,913",558,312,979,23,"1,872","23,785"
Linn,"60,570","41,792","48,841","1,664","152,867","2,743","1,933","3,310",143,"8,129","160,996"
Louisa,"1,761","2,797","2,396",35,"6,989",78,70,194,4,346,"7,335"
Lucas,"1,274","2,559","1,869",34,"5,736",71,100,156,2,329,"6,065"
Lyon,816,"6,272","1,210",22,"8,320",65,160,143,4,372,"8,692"
Madison,"2,874","4,912","3,587",90,"11,463",148,247,335,6,736,"12,199"
Mahaska,"2,730","7,220","4,159",108,"14,217",226,282,471,7,986,"15,203"
Marion,"5,458","10,652","6,926",160,"23,196",356,496,699,10,"1,561","24,757"
Marshall,"8,000","7,902","7,465",174,"23,541",428,370,817,15,"1,630","25,171"
Mills,"2,110","5,653","2,708",122,"10,593",85,146,164,7,402,"10,995"
Mitchell,"1,744","2,738","2,523",49,"7,054",94,102,180,4,380,"7,434"
Monona,"1,573","2,493","1,769",43,"5,878",109,125,232,9,475,"6,353"
Monroe,"1,367","2,130","1,414",35,"4,946",53,64,139,3,259,"5,205"
Montgomery,"1,247","3,736","1,986",46,"7,015",82,158,217,6,463,"7,478"
Muscatine,"8,790","8,908","9,715",248,"27,661",482,415,906,18,"1,821","29,482"
O'Brien,"1,302","5,917","2,137",60,"9,416",102,201,203,5,511,"9,927"
Osceola,502,"2,592","1,030",16,"4,140",23,67,89,1,180,"4,320"
Page,"1,767","5,234","2,450",69,"9,520",157,321,468,5,951,"10,471"
Palo Alto,"1,861","2,309","1,914",31,"6,115",81,63,164,2,310,"6,425"
Plymouth,"3,195","9,102","4,998",103,"17,398",156,324,355,10,845,"18,243"
Pocahontas,905,"2,370","1,515",38,"4,828",72,69,177,2,320,"5,148"
Polk,"134,997","88,004","87,062","3,384","313,447","6,785","4,226","6,394",275,"17,680","331,127"
Pottawattamie,"17,395","23,761","18,510",732,"60,398","1,653","1,567","2,580",99,"5,899","66,297"
Poweshiek,"4,604","4,046","4,678",63,"13,391",561,136,442,10,"1,149","14,540"
Ringgold,610,"2,001",576,13,"3,200",24,58,59,0,141,"3,341"
Sac,"1,240","3,651","2,043",25,"6,959",62,95,165,1,323,"7,282"
Scott,"41,622","34,082","43,685","1,120","120,509","4,021","2,632","5,954",146,"12,753","133,262"
Shelby,"1,838","4,004","2,381",43,"8,266",97,142,185,6,430,"8,696"
Sioux,"2,122","16,038","3,853",90,"22,103",123,518,292,13,946,"23,049"
Story,"24,242","17,897","21,683",839,"64,661","2,428","1,658","3,265",152,"7,503","72,164"
Tama,"3,192","3,723","4,231",74,"11,220",128,106,308,2,544,"11,764"
Taylor,665,"2,107","1,128",30,"3,930",32,59,92,2,185,"4,115"
Union,"1,726","3,391","2,714",44,"7,875",112,126,354,2,594,"8,469"
Van Buren,871,"2,488","1,407",26,"4,792",57,75,111,5,248,"5,040"
Wapello,"7,663","6,250","6,597",142,"20,652",538,300,786,10,"1,634","22,286"
Warren,"11,169","13,567","11,088",301,"36,125",492,601,876,27,"1,996","38,121"
Washington,"3,628","6,046","4,947",121,"14,742",176,251,405,20,852,"15,594"
Wayne,890,"1,686","1,108",23,"3,707",31,62,81,2,176,"3,883"
Webster,"7,725","7,936","8,189",193,"24,043",553,414,941,13,"1,921","25,964"
Winnebago,"1,794","2,988","2,634",49,"7,465",105,142,323,2,572,"8,037"
Winneshiek,"4,914","4,783","4,700",69,"14,466",416,189,616,11,"1,232","15,698"
Woodbury,"19,087","23,000","17,650",463,"60,200","1,654","1,372","2,267",56,"5,349","65,549"
Worth,"1,425","2,047","1,836",23,"5,331",75,76,186,2,339,"5,670"
Wright,"1,882","3,571","2,312",43,"7,808",97,144,208,2,451,"8,259"
Totals,"699,001","719,591","659,487","17,501","2,095,580","45,474","35,431","66,803","1,808","149,516","2,245,096"
