County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,979,"1,996","2,062",29,"5,066",45,69,134,2,250,"5,316"
Adams,539,992,"1,089",8,"2,628",38,38,103,2,181,"2,809"
Allamakee,"2,050","4,027","3,014",40,"9,131",142,147,336,3,628,"9,759"
Appanoose,"2,146","2,955","2,844",38,"7,983",169,183,401,4,757,"8,740"
Audubon,938,"1,888","1,198",19,"4,043",34,55,94,0,183,"4,226"
Benton,"3,912","5,690","7,342",105,"17,049",173,191,414,9,787,"17,836"
Black Hawk,"29,533","20,662","30,332",808,"81,335","2,309","1,393","3,012",75,"6,789","88,124"
Boone,"5,082","5,759","7,110",164,"18,115",256,282,628,12,"1,178","19,293"
Bremer,"3,938","5,101","7,406",106,"16,551",227,218,556,11,"1,012","17,563"
Buchanan,"3,409","3,162","6,429",49,"13,049",150,95,454,5,704,"13,753"
Buena Vista,"2,858","4,040","4,283",78,"11,259",310,241,511,3,"1,065","12,324"
Butler,"1,665","4,428","3,416",53,"9,562",70,114,202,2,388,"9,950"
Calhoun,"1,258","2,495","2,544",46,"6,343",50,78,122,4,254,"6,597"
Carroll,"3,500","4,311","5,964",83,"13,858",125,134,246,9,514,"14,372"
Cass,"1,427","4,572","2,894",39,"8,932",111,256,348,3,718,"9,650"
Cedar,"3,101","3,758","4,841",78,"11,778",113,144,253,11,521,"12,299"
Cerro Gordo,"8,354","7,891","12,605",124,"28,974",441,374,986,8,"1,809","30,783"
Cherokee,"1,452","3,613","2,679",44,"7,788",64,101,235,2,402,"8,190"
Chickasaw,"2,318","2,403","3,301",28,"8,050",103,104,264,4,475,"8,525"
Clarke,"1,428","1,959","2,167",33,"5,587",70,85,194,5,354,"5,941"
Clay,"1,922","5,346","3,610",55,"10,933",136,244,374,6,760,"11,693"
Clayton,"3,119","3,646","4,642",53,"11,460",131,134,207,4,476,"11,936"
Clinton,"9,061","7,616","13,493",148,"30,318",804,462,"1,450",19,"2,735","33,053"
Crawford,"2,413","3,244","3,636",35,"9,328",89,102,239,2,432,"9,760"
Dallas,"14,490","19,976","22,989",526,"57,981",794,"1,209","1,880",48,"3,931","61,912"
Davis,"1,635","1,740","1,388",20,"4,783",74,80,130,3,287,"5,070"
Decatur,"1,250","1,750","1,361",32,"4,393",163,106,199,4,472,"4,865"
Delaware,"2,242","4,319","4,765",48,"11,374",94,114,255,6,469,"11,843"
Des Moines,"10,003","6,633","9,078",179,"25,893",660,338,859,21,"1,878","27,771"
Dickinson,"2,379","5,839","4,478",75,"12,771",161,251,421,8,841,"13,612"
Dubuque,"25,393","16,020","22,576",498,"64,487","1,566",960,"2,040",39,"4,605","69,092"
Emmet,"1,653","1,836","2,660",27,"6,176",94,116,266,1,477,"6,653"
Fayette,"3,270","3,949","4,327",59,"11,605",197,123,294,5,619,"12,224"
Floyd,"2,757","2,656","4,765",45,"10,223",216,137,413,7,773,"10,996"
Franklin,"1,165","2,915","2,141",32,"6,253",59,96,158,0,313,"6,566"
Fremont,986,"2,312","1,360",27,"4,685",84,131,175,2,392,"5,077"
Greene,"1,610","2,319","2,186",46,"6,161",65,89,168,7,329,"6,490"
Grundy,"1,405","3,899","3,140",46,"8,490",47,122,153,4,326,"8,816"
Guthrie,"1,582","2,828","3,030",53,"7,493",63,111,218,2,394,"7,887"
Hamilton,"2,284","3,882","3,498",59,"9,723",98,109,260,2,469,"10,192"
Hancock,"1,369","3,270","2,678",34,"7,351",75,97,201,3,376,"7,727"
Hardin,"2,428","4,593","3,831",70,"10,922",134,195,255,2,586,"11,508"
Harrison,"1,972","3,722","2,541",71,"8,306",34,65,69,2,170,"8,476"
Henry,"2,596","4,966","4,869",69,"12,500",250,281,590,4,"1,125","13,625"
Howard,"1,586","1,490","2,659",24,"5,759",82,58,202,0,342,"6,101"
Humboldt,"1,161","2,668","2,336",33,"6,198",63,98,164,2,327,"6,525"
Ida,761,"2,187","1,727",24,"4,699",28,58,101,1,188,"4,887"
Iowa,"2,485","4,044","4,865",84,"11,478",132,164,296,6,598,"12,076"
Jackson,"4,731","3,107","6,079",35,"13,952",196,130,395,2,723,"14,675"
Jasper,"7,946","7,502","9,328",129,"24,905",280,233,496,3,"1,012","25,917"
Jefferson,"4,080","3,147","2,932",95,"10,254",326,136,356,11,829,"11,083"
Johnson,"44,158","17,846","31,816",917,"94,737","4,573","1,955","4,211",153,"10,892","105,629"
Jones,"2,991","3,905","6,058",40,"12,994",121,122,369,7,619,"13,613"
Keokuk,"1,729","2,382","2,263",21,"6,395",85,82,155,2,324,"6,719"
Kossuth,"2,885","3,440","4,290",41,"10,656",95,134,290,4,523,"11,179"
Lee,"8,471","4,506","8,128",143,"21,248",525,269,925,23,"1,742","22,990"
Linn,"51,639","37,540","54,202","1,654","145,035","2,428","1,605","2,914",122,"7,069","152,104"
Louisa,"1,606","2,380","2,674",33,"6,693",86,71,186,3,346,"7,039"
Lucas,"1,198","2,298","2,007",23,"5,526",72,92,162,1,327,"5,853"
Lyon,767,"5,698","1,555",18,"8,038",70,157,142,4,373,"8,411"
Madison,"2,576","4,272","3,889",84,"10,821",135,226,338,2,701,"11,522"
Mahaska,"2,371","6,874","4,300",100,"13,645",220,279,493,8,"1,000","14,645"
Marion,"4,939","9,647","7,711",123,"22,420",326,446,667,11,"1,450","23,870"
Marshall,"7,014","7,142","8,577",177,"22,910",426,347,819,15,"1,607","24,517"
Mills,"1,983","5,151","3,054",115,"10,303",44,67,97,3,211,"10,514"
Mitchell,"1,563","2,470","2,721",29,"6,783",64,63,143,3,273,"7,056"
Monona,"1,552","2,081","2,138",38,"5,809",89,119,207,4,419,"6,228"
Monroe,"1,382","1,736","1,535",22,"4,675",58,63,138,1,260,"4,935"
Montgomery,"1,053","3,456","2,272",35,"6,816",79,143,221,5,448,"7,264"
Muscatine,"7,701","7,782","10,596",169,"26,248",508,398,940,14,"1,860","28,108"
O'Brien,"1,107","5,612","2,441",46,"9,206",111,191,203,4,509,"9,715"
Osceola,445,"2,426","1,087",13,"3,971",21,70,80,1,172,"4,143"
Page,"1,495","4,852","2,948",57,"9,352",139,247,367,6,759,"10,111"
Palo Alto,"1,803","1,882","2,217",29,"5,931",87,55,159,1,302,"6,233"
Plymouth,"2,962","8,295","5,438",97,"16,792",154,314,344,9,821,"17,613"
Pocahontas,897,"1,982","1,826",32,"4,737",86,65,172,2,325,"5,062"
Polk,"114,862","80,814","92,631","3,175","291,482","5,963","3,697","5,709",242,"15,611","307,093"
Pottawattamie,"15,279","21,082","20,245",657,"57,263","1,584","1,444","2,429",98,"5,555","62,818"
Poweshiek,"3,931","3,681","5,075",64,"12,751",417,144,412,8,981,"13,732"
Ringgold,812,"1,464",745,7,"3,028",31,47,57,1,136,"3,164"
Sac,"1,205","3,191","2,380",23,"6,799",69,89,177,2,337,"7,136"
Scott,"34,915","30,651","47,895",921,"114,382","3,670","2,331","5,393",121,"11,515","125,897"
Shelby,"1,674","3,520","2,637",32,"7,863",92,137,197,3,429,"8,292"
Sioux,"1,760","15,320","4,200",69,"21,349",106,422,264,14,806,"22,155"
Story,"19,970","17,068","23,795",829,"61,662","2,289","1,623","3,305",146,"7,363","69,025"
Tama,"2,934","3,291","4,760",54,"11,039",129,99,307,2,537,"11,576"
Taylor,657,"1,833","1,198",24,"3,712",36,52,89,2,179,"3,891"
Union,"1,634","2,689","3,166",46,"7,535",119,129,355,3,606,"8,141"
Van Buren,865,"1,964","1,754",26,"4,609",60,86,128,4,278,"4,887"
Wapello,"7,710","5,294","6,746",103,"19,853",576,310,821,12,"1,719","21,572"
Warren,"9,767","11,589","12,249",246,"33,851",492,541,905,26,"1,964","35,815"
Washington,"3,045","5,744","5,293",115,"14,197",170,241,416,16,843,"15,040"
Wayne,889,"1,436","1,169",21,"3,515",27,58,67,3,155,"3,670"
Webster,"7,312","6,958","9,057",171,"23,498",535,364,930,6,"1,835","25,333"
Winnebago,"1,461","2,727","3,032",35,"7,255",94,114,276,2,486,"7,741"
Winneshiek,"4,173","4,266","5,490",59,"13,988",284,165,483,11,943,"14,931"
Woodbury,"17,424","19,693","19,970",438,"57,525","1,522","1,249","2,132",44,"4,947","62,472"
Worth,"1,308","1,880","2,052",19,"5,259",65,62,154,1,282,"5,541"
Wright,"1,734","3,353","2,563",40,"7,690",97,135,203,2,437,"8,127"
Totals,"613,229","640,286","730,333","15,933","1,999,781","41,224","31,970","62,728","1,577","137,499","2,137,280"
