County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Adair,"1,055","1,933","2,035",7,"5,030",110,109,278,0,497,"5,527"
Adams,626,976,"1,175",4,"2,781",45,46,174,0,265,"3,046"
Allamakee,"2,155","4,222","3,186",9,"9,572",129,136,298,0,563,"10,135"
Appanoose,"2,481","2,829","3,005",5,"8,320",258,221,447,0,926,"9,246"
Audubon,"1,239","1,560","1,415",7,"4,221",73,79,176,0,328,"4,549"
Benton,"4,381","5,011","7,541",33,"16,966",298,218,626,2,"1,144","18,110"
Black Hawk,"29,232","20,648","32,048",305,"82,233","2,585","1,320","3,565",31,"7,501","89,734"
Boone,"5,213","5,527","7,009",43,"17,792",271,304,642,1,"1,218","19,010"
Bremer,"3,659","5,008","7,480",33,"16,180",379,284,779,3,"1,445","17,625"
Buchanan,"3,741","3,112","6,419",16,"13,288",223,152,539,0,914,"14,202"
Buena Vista,"2,911","4,039","4,720",17,"11,687",222,170,341,2,735,"12,422"
Butler,"1,711","4,512","3,474",12,"9,709",121,138,267,0,526,"10,235"
Calhoun,"1,362","2,358","2,616",13,"6,349",143,144,406,3,696,"7,045"
Carroll,"3,944","3,920","6,199",45,"14,108",237,213,602,1,"1,053","15,161"
Cass,"1,548","4,740","3,028",10,"9,326",157,309,495,1,962,"10,288"
Cedar,"3,125","3,696","4,606",24,"11,451",229,147,443,0,819,"12,270"
Cerro Gordo,"9,183","8,001","12,569",40,"29,793",676,484,"1,292",1,"2,453","32,246"
Cherokee,"1,878","3,197","3,045",16,"8,136",123,152,340,2,617,"8,753"
Chickasaw,"2,713","2,219","3,567",9,"8,508",139,116,344,0,599,"9,107"
Clarke,"1,548","1,798","2,224",9,"5,579",138,129,336,1,604,"6,183"
Clay,"2,390","4,493","4,218",12,"11,113",265,287,517,0,"1,069","12,182"
Clayton,"3,325","3,294","4,764",21,"11,404",230,190,495,1,916,"12,320"
Clinton,"10,212","7,298","13,147",42,"30,699","1,228",520,"1,716",6,"3,470","34,169"
Crawford,"2,601","3,154","3,456",7,"9,218",216,147,403,1,767,"9,985"
Dallas,"10,349","16,985","19,196",128,"46,658","1,355","1,763","3,224",6,"6,348","53,006"
Davis,"1,877","1,521","1,431",2,"4,831",139,82,210,1,432,"5,263"
Decatur,"1,496","1,609","1,578",9,"4,692",318,233,549,4,"1,104","5,796"
Delaware,"2,533","3,834","4,993",4,"11,364",144,144,384,0,672,"12,036"
Des Moines,"11,066","6,058","8,689",49,"25,862",937,434,"1,077",3,"2,451","28,313"
Dickinson,"2,400","5,142","4,514",23,"12,079",137,198,301,2,638,"12,717"
Dubuque,"25,098","15,145","22,659",173,"63,075","1,777","1,017","2,206",18,"5,018","68,093"
Emmet,"1,954","1,637","2,851",8,"6,450",227,155,533,1,916,"7,366"
Fayette,"3,589","3,970","4,248",33,"11,840",211,112,296,1,620,"12,460"
Floyd,"3,134","2,608","4,793",11,"10,546",167,117,301,2,587,"11,133"
Franklin,"1,272","3,093","2,315",5,"6,685",91,105,260,1,457,"7,142"
Fremont,"1,148","2,000","1,636",5,"4,789",182,294,413,1,890,"5,679"
Greene,"1,830","2,126","2,319",9,"6,284",117,126,276,2,521,"6,805"
Grundy,"1,424","4,034","3,037",14,"8,509",63,146,249,3,461,"8,970"
Guthrie,"1,764","2,688","2,866",23,"7,341",124,156,306,1,587,"7,928"
Hamilton,"2,557","3,513","3,808",15,"9,893",194,214,493,1,902,"10,795"
Hancock,"1,492","3,238","2,799",6,"7,535",112,135,256,1,504,"8,039"
Hardin,"2,533","4,610","3,908",15,"11,066",307,258,572,0,"1,137","12,203"
Harrison,"2,100","3,601","2,281",28,"8,010",33,31,36,0,100,"8,110"
Henry,"2,789","5,162","4,935",19,"12,905",333,280,586,2,"1,201","14,106"
Howard,"1,789","1,420","2,589",4,"5,802",113,72,257,0,442,"6,244"
Humboldt,"1,289","2,625","2,411",4,"6,329",116,127,334,1,578,"6,907"
Ida,856,"2,179","1,803",9,"4,847",56,114,200,0,370,"5,217"
Iowa,"2,641","3,821","4,853",17,"11,332",171,205,424,1,801,"12,133"
Jackson,"5,359","2,818","5,612",16,"13,805",366,168,638,2,"1,174","14,979"
Jasper,"8,213","7,117","8,220",33,"23,583",960,680,"1,534",2,"3,176","26,759"
