County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,996,"1,987","2,022",26,"5,031",54,89,166,4,313,"5,344"
Adams,530,989,"1,082",9,"2,610",45,43,123,2,213,"2,823"
Allamakee,"2,112","3,962","2,965",39,"9,078",171,169,374,5,719,"9,797"
Appanoose,"2,107","2,958","2,851",38,"7,954",182,206,443,4,835,"8,789"
Audubon,980,"1,894","1,168",15,"4,057",42,55,110,1,208,"4,265"
Benton,"3,980","5,581","7,252",98,"16,911",194,237,500,9,940,"17,851"
Black Hawk,"30,969","20,551","28,668",714,"80,902","2,571","1,607","3,376",89,"7,643","88,545"
Boone,"5,270","5,731","6,894",152,"18,047",313,363,774,19,"1,469","19,516"
Bremer,"4,155","4,992","7,271",98,"16,516",285,280,668,14,"1,247","17,763"
Buchanan,"3,548","3,204","6,297",47,"13,096",160,113,502,9,784,"13,880"
Buena Vista,"3,013","3,952","4,170",81,"11,216",359,289,563,4,"1,215","12,431"
Butler,"1,728","4,329","3,375",46,"9,478",82,162,235,3,482,"9,960"
Calhoun,"1,250","2,520","2,517",44,"6,331",53,96,142,6,297,"6,628"
Carroll,"3,506","4,340","5,942",86,"13,874",141,167,284,7,599,"14,473"
Cass,"1,517","4,489","2,871",44,"8,921",113,286,370,2,771,"9,692"
Cedar,"3,189","3,783","4,723",76,"11,771",141,189,296,16,642,"12,413"
Cerro Gordo,"8,551","7,701","12,357",127,"28,736",513,497,"1,191",10,"2,211","30,947"
Cherokee,"1,470","3,668","2,545",36,"7,719",77,114,267,3,461,"8,180"
Chickasaw,"2,271","2,382","3,230",31,"7,914",125,128,302,4,559,"8,473"
Clarke,"1,435","1,990","2,117",29,"5,571",81,102,243,6,432,"6,003"
Clay,"2,050","5,252","3,439",57,"10,798",152,325,429,8,914,"11,712"
Clayton,"3,086","3,611","4,545",56,"11,298",164,162,251,4,581,"11,879"
Clinton,"9,462","7,800","13,262",140,"30,664",771,427,"1,380",17,"2,595","33,259"
Crawford,"2,449","3,294","3,534",41,"9,318",112,117,279,2,510,"9,828"
Dallas,"16,171","19,572","22,279",505,"58,527","1,060","1,524","2,361",62,"5,007","63,534"
Davis,"1,591","1,802","1,378",22,"4,793",90,98,143,2,333,"5,126"
Decatur,"1,306","1,731","1,351",32,"4,420",183,127,217,6,533,"4,953"
Delaware,"2,292","4,277","4,708",52,"11,329",101,137,284,6,528,"11,857"
Des Moines,"10,100","6,637","9,151",176,"26,064",683,349,881,21,"1,934","27,998"
Dickinson,"2,571","5,788","4,393",59,"12,811",190,345,487,11,"1,033","13,844"
Dubuque,"26,340","17,361","20,047",427,"64,175","1,894","1,219","2,440",52,"5,605","69,780"
Emmet,"1,663","1,822","2,583",24,"6,092",112,154,329,2,597,"6,689"
Fayette,"3,360","3,869","4,255",64,"11,548",220,150,330,6,706,"12,254"
Floyd,"2,768","2,658","4,723",49,"10,198",262,160,497,7,926,"11,124"
Franklin,"1,176","2,837","2,100",32,"6,145",74,112,187,0,373,"6,518"
Fremont,994,"2,258","1,303",25,"4,580",101,164,210,6,481,"5,061"
Greene,"1,645","2,295","2,149",45,"6,134",76,92,193,6,367,"6,501"
Grundy,"1,453","3,896","3,068",42,"8,459",64,162,204,5,435,"8,894"
Guthrie,"1,616","2,830","3,019",52,"7,517",73,128,254,6,461,"7,978"
Hamilton,"2,291","3,801","3,466",57,"9,615",114,147,297,3,561,"10,176"
Hancock,"1,398","3,251","2,623",37,"7,309",92,130,226,3,451,"7,760"
Hardin,"2,521","4,630","3,749",60,"10,960",163,221,323,6,713,"11,673"
Harrison,"1,987","3,802","2,553",70,"8,412",47,84,78,3,212,"8,624"
Henry,"2,650","4,878","4,800",64,"12,392",264,317,632,4,"1,217","13,609"
Howard,"1,586","1,477","2,644",26,"5,733",95,75,242,0,412,"6,145"
Humboldt,"1,173","2,644","2,315",28,"6,160",68,112,186,3,369,"6,529"
Ida,752,"2,169","1,730",25,"4,676",38,69,108,2,217,"4,893"
Iowa,"2,610","4,043","4,686",76,"11,415",152,197,336,12,697,"12,112"
Jackson,"4,721","3,117","5,982",34,"13,854",210,140,452,2,804,"14,658"
Jasper,"8,010","7,525","9,218",115,"24,868",339,283,615,7,"1,244","26,112"
Jefferson,"4,307","3,107","2,868",94,"10,376",347,154,383,12,896,"11,272"
Johnson,"46,873","16,040","27,022",695,"90,630","7,933","3,542","7,586",277,"19,338","109,968"
